postagem_id,postagem,comentario,sentimento,curtidas,reacoes,data_postagem,data_comentario,usuario_postagem_id,usuario_comentario_id,compartilhamentos,visualizacoes,tipo_postagem,url_imagem,url_video,localizacao,lingua
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,396,177,2022-09-12 22:42:00.228179,2022-09-15 13:42:00.228179,5576,8516,738,4861,vídeo,,https://example.com/video_13.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,396,177,2023-02-03 22:42:00.228183,2023-02-04 14:42:00.228183,2796,5543,742,6490,vídeo,,https://example.com/video_472.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,396,177,2023-02-07 22:42:00.228187,2023-02-10 10:42:00.228187,6435,3948,320,405,imagem,https://example.com/imagem_464.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,396,177,2023-05-26 22:42:00.228191,2023-05-26 23:42:00.228191,5260,6377,632,1937,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,396,177,2023-04-12 22:42:00.228195,2023-04-15 21:42:00.228195,7616,7643,913,6428,imagem,https://example.com/imagem_653.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,396,177,2023-05-22 22:42:00.228199,2023-05-25 07:42:00.228199,4659,4907,697,2769,imagem,https://example.com/imagem_531.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,396,177,2023-05-28 22:42:00.228203,2023-05-29 23:42:00.228203,7624,2496,62,249,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,88,447,2023-08-03 22:42:00.228206,2023-08-04 10:42:00.228206,5180,4844,3,4269,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,88,447,2023-02-24 22:42:00.228209,2023-02-27 09:42:00.228209,6130,6290,839,9164,imagem,https://example.com/imagem_801.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,582,312,2022-08-21 22:42:00.228213,2022-08-24 12:42:00.228213,6742,4547,663,855,imagem,https://example.com/imagem_72.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,582,312,2022-12-21 22:42:00.228216,2022-12-22 09:42:00.228216,1337,2256,455,6950,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou recomendar para todos os meus amigos!,positivo,582,312,2022-12-21 22:42:00.228220,2022-12-24 07:42:00.228220,1546,5655,672,3118,imagem,https://example.com/imagem_729.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,199,367,2023-03-24 22:42:00.228224,2023-03-25 01:42:00.228224,4509,2958,773,9831,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,199,367,2023-05-01 22:42:00.228228,2023-05-03 04:42:00.228228,6489,3245,603,872,vídeo,,https://example.com/video_17.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,199,367,2023-06-27 22:42:00.228232,2023-06-29 19:42:00.228232,5534,9146,67,8015,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,199,367,2023-02-19 22:42:00.228236,2023-02-22 14:42:00.228236,7249,7008,698,8026,imagem,https://example.com/imagem_453.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,199,367,2023-07-18 22:42:00.228241,2023-07-20 11:42:00.228241,1613,4333,854,3948,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,199,367,2022-09-13 22:42:00.228245,2022-09-15 07:42:00.228245,6033,2813,743,5075,imagem,https://example.com/imagem_640.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,660,315,2023-02-02 22:42:00.228249,2023-02-03 23:42:00.228249,1199,7875,746,9245,vídeo,,https://example.com/video_829.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,660,315,2023-02-20 22:42:00.228253,2023-02-21 02:42:00.228253,6173,6852,380,8196,imagem,https://example.com/imagem_722.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,660,315,2022-12-27 22:42:00.228257,2022-12-28 01:42:00.228257,4810,2805,723,5115,imagem,https://example.com/imagem_278.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,660,315,2022-12-24 22:42:00.228261,2022-12-26 02:42:00.228261,5343,6320,719,3762,vídeo,,https://example.com/video_542.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,660,315,2023-05-05 22:42:00.228265,2023-05-06 14:42:00.228265,6047,1985,910,3156,imagem,https://example.com/imagem_539.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,893,22,2022-11-19 22:42:00.228269,2022-11-21 16:42:00.228269,7336,8963,839,1514,vídeo,,https://example.com/video_346.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,893,22,2022-10-17 22:42:00.228273,2022-10-19 00:42:00.228273,4789,1269,730,7337,vídeo,,https://example.com/video_537.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,893,22,2023-08-01 22:42:00.228277,2023-08-02 06:42:00.228277,9776,3286,569,5546,imagem,https://example.com/imagem_325.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,893,22,2022-10-21 22:42:00.228280,2022-10-23 20:42:00.228280,3714,1302,952,3094,vídeo,,https://example.com/video_646.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,893,22,2022-11-04 22:42:00.228284,2022-11-07 01:42:00.228284,9205,4001,787,73,vídeo,,https://example.com/video_103.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,893,22,2022-12-22 22:42:00.228288,2022-12-23 08:42:00.228288,3002,8987,131,9110,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,893,22,2023-03-04 22:42:00.228292,2023-03-05 02:42:00.228292,3445,1953,273,3214,imagem,https://example.com/imagem_721.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,893,22,2023-06-13 22:42:00.228295,2023-06-14 15:42:00.228295,1788,5958,739,6624,imagem,https://example.com/imagem_812.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,893,22,2022-09-09 22:42:00.228299,2022-09-11 07:42:00.228299,4244,2783,675,8168,imagem,https://example.com/imagem_800.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,696,228,2022-10-27 22:42:00.228303,2022-10-28 07:42:00.228303,6601,7169,893,9011,vídeo,,https://example.com/video_671.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,696,228,2022-11-24 22:42:00.228306,2022-11-27 01:42:00.228306,9844,4927,249,4710,vídeo,,https://example.com/video_643.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,696,228,2023-06-19 22:42:00.228310,2023-06-21 04:42:00.228310,9230,1868,13,8469,vídeo,,https://example.com/video_26.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,696,228,2023-04-26 22:42:00.228314,2023-04-29 05:42:00.228314,7402,2083,397,1523,vídeo,,https://example.com/video_353.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,696,228,2022-12-11 22:42:00.228317,2022-12-13 00:42:00.228317,5460,3544,170,7983,imagem,https://example.com/imagem_507.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,274,234,2023-05-06 22:42:00.228321,2023-05-09 02:42:00.228321,9978,1682,488,5645,vídeo,,https://example.com/video_846.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Vou recomendar para todos os meus amigos!,positivo,274,234,2023-07-13 22:42:00.228324,2023-07-14 03:42:00.228324,4205,8079,73,3286,imagem,https://example.com/imagem_87.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,853,354,2023-08-21 22:42:00.228328,2023-08-23 07:42:00.228328,1912,6242,36,5501,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,853,354,2022-12-09 22:42:00.228332,2022-12-10 02:42:00.228332,7405,9813,193,7627,imagem,https://example.com/imagem_87.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,853,354,2023-08-09 22:42:00.228336,2023-08-12 09:42:00.228336,3742,1003,955,9300,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,853,354,2022-12-01 22:42:00.228340,2022-12-04 06:42:00.228340,4732,9108,692,9002,vídeo,,https://example.com/video_50.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,853,354,2022-10-10 22:42:00.228344,2022-10-12 12:42:00.228344,1296,2476,794,9343,imagem,https://example.com/imagem_763.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,488,167,2023-07-19 22:42:00.228348,2023-07-20 16:42:00.228348,9765,6471,995,4878,imagem,https://example.com/imagem_235.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,488,167,2022-09-05 22:42:00.228352,2022-09-07 04:42:00.228352,4226,4795,216,1683,vídeo,,https://example.com/video_458.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,488,167,2023-06-05 22:42:00.228356,2023-06-07 01:42:00.228356,3693,3314,47,4902,vídeo,,https://example.com/video_171.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,214,218,2022-10-23 22:42:00.228359,2022-10-24 11:42:00.228359,4407,9033,445,9135,vídeo,,https://example.com/video_390.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,214,218,2022-10-06 22:42:00.228363,2022-10-09 03:42:00.228363,8488,8450,270,627,imagem,https://example.com/imagem_549.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,214,218,2023-03-13 22:42:00.228367,2023-03-14 09:42:00.228367,1806,8068,503,9142,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,214,218,2023-07-18 22:42:00.228370,2023-07-20 05:42:00.228370,3135,8461,464,1982,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,214,218,2022-12-08 22:42:00.228374,2022-12-10 17:42:00.228374,8978,8928,637,4077,imagem,https://example.com/imagem_311.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,214,218,2022-10-20 22:42:00.228378,2022-10-22 05:42:00.228378,7878,8977,514,1563,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Essa loja nunca decepciona!,positivo,442,257,2023-01-24 22:42:00.228382,2023-01-24 23:42:00.228382,3185,2699,541,3614,imagem,https://example.com/imagem_530.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,442,257,2023-02-21 22:42:00.228385,2023-02-22 18:42:00.228385,2849,7069,518,1508,vídeo,,https://example.com/video_151.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou recomendar para todos os meus amigos!,positivo,442,257,2022-12-21 22:42:00.228390,2022-12-24 09:42:00.228390,8806,4886,691,8906,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,442,257,2023-01-30 22:42:00.228394,2023-02-01 21:42:00.228394,6647,3373,828,8884,vídeo,,https://example.com/video_700.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,442,257,2023-05-05 22:42:00.228397,2023-05-08 11:42:00.228397,6092,1806,818,4049,imagem,https://example.com/imagem_983.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,271,101,2022-11-08 22:42:00.228401,2022-11-11 19:42:00.228401,3359,8238,529,6599,vídeo,,https://example.com/video_849.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,271,101,2022-09-06 22:42:00.228405,2022-09-07 14:42:00.228405,1718,8699,994,1878,vídeo,,https://example.com/video_520.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,271,101,2022-12-02 22:42:00.228408,2022-12-04 10:42:00.228408,9375,6534,252,9881,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,271,101,2022-10-03 22:42:00.228412,2022-10-04 01:42:00.228412,8193,6804,153,6891,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,271,101,2022-08-22 22:42:00.228415,2022-08-24 15:42:00.228415,7203,1655,903,2983,vídeo,,https://example.com/video_597.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,271,101,2022-10-19 22:42:00.228419,2022-10-21 19:42:00.228419,5358,8636,497,7662,imagem,https://example.com/imagem_523.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Essa loja nunca decepciona!,positivo,271,101,2022-09-26 22:42:00.228423,2022-09-28 21:42:00.228423,3474,7121,669,2856,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,271,101,2023-03-06 22:42:00.228427,2023-03-07 09:42:00.228427,3020,4555,965,9309,vídeo,,https://example.com/video_202.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,271,101,2023-04-04 22:42:00.228430,2023-04-06 10:42:00.228430,2740,5597,307,3797,imagem,https://example.com/imagem_403.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,271,101,2023-06-14 22:42:00.228433,2023-06-17 01:42:00.228433,5084,2776,538,6947,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,529,57,2022-09-08 22:42:00.228436,2022-09-10 23:42:00.228436,1274,6804,339,1962,imagem,https://example.com/imagem_112.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,529,57,2022-12-18 22:42:00.228439,2022-12-19 20:42:00.228439,8340,7511,100,5911,imagem,https://example.com/imagem_332.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,529,57,2023-08-10 22:42:00.228443,2023-08-13 16:42:00.228443,2585,1101,181,2696,imagem,https://example.com/imagem_34.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,529,57,2022-10-21 22:42:00.228446,2022-10-23 09:42:00.228446,6594,3980,75,4187,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,529,57,2023-05-03 22:42:00.228449,2023-05-03 22:42:00.228449,1202,7945,986,4634,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,529,57,2023-08-05 22:42:00.228452,2023-08-07 05:42:00.228452,8729,6166,472,6690,imagem,https://example.com/imagem_983.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,529,57,2022-12-09 22:42:00.228456,2022-12-11 11:42:00.228456,5954,5757,500,7291,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,529,57,2022-11-02 22:42:00.228459,2022-11-04 16:42:00.228459,4573,4644,85,170,vídeo,,https://example.com/video_842.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,529,57,2022-09-30 22:42:00.228462,2022-10-02 04:42:00.228462,8572,3822,268,7104,imagem,https://example.com/imagem_864.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,529,57,2022-08-22 22:42:00.228466,2022-08-25 06:42:00.228466,8440,3595,822,2157,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,496,365,2022-12-27 22:42:00.228469,2022-12-30 06:42:00.228469,9263,5796,952,4812,vídeo,,https://example.com/video_294.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,496,365,2022-08-29 22:42:00.228472,2022-08-31 00:42:00.228472,9384,3297,769,8113,vídeo,,https://example.com/video_991.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,496,365,2022-11-05 22:42:00.228476,2022-11-05 23:42:00.228476,4870,7208,716,8954,vídeo,,https://example.com/video_415.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,496,365,2022-11-02 22:42:00.228479,2022-11-03 12:42:00.228479,1020,9388,282,8272,vídeo,,https://example.com/video_72.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,496,365,2022-12-07 22:42:00.228482,2022-12-09 22:42:00.228482,4410,8587,422,2900,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,496,365,2022-12-22 22:42:00.228485,2022-12-25 08:42:00.228485,1614,4213,19,3571,imagem,https://example.com/imagem_608.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,496,365,2023-04-04 22:42:00.228488,2023-04-05 11:42:00.228488,5295,8969,616,1190,imagem,https://example.com/imagem_53.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,496,365,2022-11-30 22:42:00.228491,2022-12-01 14:42:00.228491,9486,5271,746,3075,vídeo,,https://example.com/video_678.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,496,365,2023-07-13 22:42:00.228494,2023-07-14 17:42:00.228494,8646,6524,983,7032,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,880,429,2023-05-09 22:42:00.228498,2023-05-09 22:42:00.228498,6472,4228,480,7315,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,880,429,2023-03-15 22:42:00.228501,2023-03-16 17:42:00.228501,6668,4613,51,5635,imagem,https://example.com/imagem_461.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,758,232,2022-09-04 22:42:00.228504,2022-09-05 21:42:00.228504,8572,3636,486,3781,vídeo,,https://example.com/video_94.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,758,232,2022-09-17 22:42:00.228507,2022-09-18 09:42:00.228507,7808,6330,567,9912,imagem,https://example.com/imagem_252.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,758,232,2022-09-14 22:42:00.228510,2022-09-16 10:42:00.228510,9060,3076,439,1097,imagem,https://example.com/imagem_653.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,758,232,2023-07-23 22:42:00.228513,2023-07-26 14:42:00.228513,7412,3484,775,2993,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,758,232,2022-11-24 22:42:00.228517,2022-11-27 05:42:00.228517,2507,2657,321,50,imagem,https://example.com/imagem_528.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,758,232,2022-10-04 22:42:00.228520,2022-10-05 13:42:00.228520,1958,4565,314,4877,vídeo,,https://example.com/video_813.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,758,232,2023-03-03 22:42:00.228523,2023-03-05 21:42:00.228523,6517,4263,598,6309,vídeo,,https://example.com/video_696.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,758,232,2023-06-02 22:42:00.228527,2023-06-05 09:42:00.228527,1157,5118,674,3677,vídeo,,https://example.com/video_578.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,88,377,2022-09-14 22:42:00.228530,2022-09-17 06:42:00.228530,3181,6659,869,1910,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,88,377,2022-09-12 22:42:00.228533,2022-09-14 00:42:00.228533,1601,6924,383,6686,imagem,https://example.com/imagem_102.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,88,377,2022-11-20 22:42:00.228536,2022-11-23 16:42:00.228536,8437,7656,337,8448,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,88,377,2022-11-10 22:42:00.228540,2022-11-12 23:42:00.228540,2819,9994,247,7271,imagem,https://example.com/imagem_371.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,88,377,2022-11-27 22:42:00.228543,2022-11-29 23:42:00.228543,3674,9682,640,695,vídeo,,https://example.com/video_863.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,88,377,2022-10-03 22:42:00.228547,2022-10-05 19:42:00.228547,5509,9097,148,4641,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,71,102,2023-08-02 22:42:00.228550,2023-08-04 09:42:00.228550,6925,4750,508,4127,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,71,102,2022-09-25 22:42:00.228554,2022-09-27 12:42:00.228554,7989,6938,989,6651,imagem,https://example.com/imagem_918.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,71,102,2023-07-31 22:42:00.228557,2023-08-03 04:42:00.228557,1718,9856,577,3686,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,71,102,2023-03-18 22:42:00.228561,2023-03-20 16:42:00.228561,4566,1355,636,2372,vídeo,,https://example.com/video_84.mp4,,pt_BR
