postagem_id,postagem,comentario,sentimento,curtidas,reacoes,tipo_postagem,url_imagem,url_video,data_postagem,data_comentario,usuario_postagem_id,usuario_comentario_id,compartilhamentos,visualizacoes,localizacao,lingua
5,Confira nossos novos sapatos esportivos!,"Está legal, mas eu esperava mais.",neutro,951,69,imagem,https://example.com/imagem_5.jpg,,2023-05-06 22:35:01.459758,2023-05-07 21:35:01.459758,9805,1986,665,4333,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,Não vale o preço.,negativo,951,69,imagem,https://example.com/imagem_5.jpg,,2023-11-05 22:35:01.459760,2023-11-07 19:35:01.459760,8818,4425,123,4251,,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,322,169,imagem,https://example.com/imagem_0.jpg,,2023-01-20 22:35:01.459762,2023-01-23 11:35:01.459762,8228,9367,535,5056,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,322,169,imagem,https://example.com/imagem_0.jpg,,2022-12-19 22:35:01.459765,2022-12-21 09:35:01.459765,2783,4112,244,2114,,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,322,169,imagem,https://example.com/imagem_0.jpg,,2023-01-01 22:35:01.459767,2023-01-03 20:35:01.459767,7562,1689,446,473,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,322,169,imagem,https://example.com/imagem_0.jpg,,2022-11-23 22:35:01.459769,2022-11-24 00:35:01.459769,3538,7345,135,9377,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,322,169,imagem,https://example.com/imagem_0.jpg,,2023-07-25 22:35:01.459771,2023-07-26 05:35:01.459771,7706,1889,174,3898,Rio de Janeiro,pt_BR
1,50% de desconto em todas as calças jeans!,Estava esperando algo melhor desta marca.,negativo,55,493,texto,,,2022-12-02 22:35:01.459774,2022-12-04 05:35:01.459774,7363,4869,541,8205,Belo Horizonte,pt_BR
1,50% de desconto em todas as calças jeans!,Vou recomendar para todos os meus amigos!,positivo,55,493,texto,,,2023-07-24 22:35:01.459776,2023-07-26 10:35:01.459776,9801,3896,615,9263,São Paulo,pt_BR
1,50% de desconto em todas as calças jeans!,Estava esperando algo melhor desta marca.,negativo,55,493,texto,,,2023-08-17 22:35:01.459779,2023-08-19 23:35:01.459779,8681,9854,806,3535,Belo Horizonte,pt_BR
1,50% de desconto em todas as calças jeans!,Não tenho certeza se isso é para mim.,neutro,55,493,texto,,,2023-07-22 22:35:01.459781,2023-07-25 09:35:01.459781,5416,9881,153,6494,,pt_BR
1,50% de desconto em todas as calças jeans!,Talvez eu compre mais tarde.,neutro,55,493,texto,,,2023-10-15 22:35:01.459783,2023-10-18 07:35:01.459783,8673,4732,342,6891,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não achei nada especial.,negativo,171,187,imagem,https://example.com/imagem_2.jpg,,2023-01-28 22:35:01.459785,2023-01-31 20:35:01.459785,7376,7642,578,2452,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Estou decepcionado com essa compra.,negativo,171,187,imagem,https://example.com/imagem_2.jpg,,2023-04-01 22:35:01.459788,2023-04-03 10:35:01.459788,3961,7923,652,7434,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Estava esperando algo melhor desta marca.,negativo,171,187,imagem,https://example.com/imagem_2.jpg,,2023-10-24 22:35:01.459790,2023-10-27 09:35:01.459790,5822,8734,380,1544,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Talvez eu compre mais tarde.,neutro,171,187,imagem,https://example.com/imagem_2.jpg,,2023-06-07 22:35:01.459792,2023-06-10 14:35:01.459792,3065,7059,573,6731,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Parece bom, mas preciso pensar mais.",neutro,171,187,imagem,https://example.com/imagem_2.jpg,,2023-08-18 22:35:01.459795,2023-08-20 11:35:01.459795,6949,6653,682,6486,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,171,187,imagem,https://example.com/imagem_2.jpg,,2023-05-10 22:35:01.459805,2023-05-11 23:35:01.459805,5324,3672,947,1543,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Vou recomendar para todos os meus amigos!,positivo,171,187,imagem,https://example.com/imagem_2.jpg,,2023-04-16 22:35:01.459808,2023-04-17 18:35:01.459808,4438,9968,315,7813,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,171,187,imagem,https://example.com/imagem_2.jpg,,2023-07-10 22:35:01.459810,2023-07-12 09:35:01.459810,4936,4317,147,8745,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,"Parece bom, mas preciso pensar mais.",neutro,181,292,imagem,https://example.com/imagem_3.jpg,,2023-07-24 22:35:01.459812,2023-07-27 00:35:01.459812,8705,7495,531,8989,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou recomendar para todos os meus amigos!,positivo,181,292,imagem,https://example.com/imagem_3.jpg,,2023-09-06 22:35:01.459814,2023-09-07 21:35:01.459814,3692,6499,633,2166,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,Eu amo esses produtos!,positivo,181,292,imagem,https://example.com/imagem_3.jpg,,2023-03-22 22:35:01.459816,2023-03-25 09:35:01.459816,3789,5909,322,8725,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,Estava esperando algo melhor desta marca.,negativo,181,292,imagem,https://example.com/imagem_3.jpg,,2023-05-18 22:35:01.459819,2023-05-19 23:35:01.459819,2198,3474,361,2683,,pt_BR
4,A coleção de verão está agora disponível!,Vou recomendar para todos os meus amigos!,positivo,225,335,imagem,https://example.com/imagem_4.jpg,,2023-10-10 22:35:01.459821,2023-10-12 17:35:01.459821,2457,5786,434,6759,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,Estava esperando algo melhor desta marca.,negativo,225,335,imagem,https://example.com/imagem_4.jpg,,2023-01-11 22:35:01.459823,2023-01-12 20:35:01.459823,8193,8762,937,3393,,pt_BR
4,A coleção de verão está agora disponível!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,225,335,imagem,https://example.com/imagem_4.jpg,,2023-11-03 22:35:01.459825,2023-11-06 22:35:01.459825,8573,4913,997,2987,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,Não achei nada especial.,negativo,225,335,imagem,https://example.com/imagem_4.jpg,,2023-02-25 22:35:01.459827,2023-02-28 17:35:01.459827,8117,5411,186,7755,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,Talvez eu compre mais tarde.,neutro,225,335,imagem,https://example.com/imagem_4.jpg,,2023-01-01 22:35:01.459831,2023-01-04 06:35:01.459831,7812,6832,623,825,,pt_BR
4,A coleção de verão está agora disponível!,"Fantástico, já comprei o meu!",positivo,225,335,imagem,https://example.com/imagem_4.jpg,,2023-08-05 22:35:01.459833,2023-08-08 08:35:01.459833,2751,4911,670,5396,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,Estou decepcionado com essa compra.,negativo,225,335,imagem,https://example.com/imagem_4.jpg,,2022-12-10 22:35:01.459835,2022-12-11 15:35:01.459835,6105,8001,580,2,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,Eu amo esses produtos!,positivo,225,335,imagem,https://example.com/imagem_4.jpg,,2022-12-26 22:35:01.459837,2022-12-28 22:35:01.459837,8459,8501,170,1444,Belo Horizonte,pt_BR
4,A coleção de verão está agora disponível!,"Incrível, essa é a melhor compra do ano!",positivo,225,335,imagem,https://example.com/imagem_4.jpg,,2023-05-17 22:35:01.459840,2023-05-19 07:35:01.459840,7204,4046,10,3749,,pt_BR
4,A coleção de verão está agora disponível!,"Parece bom, mas preciso pensar mais.",neutro,225,335,imagem,https://example.com/imagem_4.jpg,,2023-07-20 22:35:01.459842,2023-07-23 00:35:01.459842,1625,2445,559,6025,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,"Fantástico, já comprei o meu!",positivo,705,122,imagem,https://example.com/imagem_5.jpg,,2022-12-03 22:35:01.459844,2022-12-03 22:35:01.459844,5550,3261,66,2653,Rio de Janeiro,pt_BR
5,Confira nossos novos sapatos esportivos!,"Parece bom, mas preciso pensar mais.",neutro,705,122,imagem,https://example.com/imagem_5.jpg,,2023-11-11 22:35:01.459846,2023-11-12 21:35:01.459846,3493,6085,553,4397,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,Talvez eu compre mais tarde.,neutro,705,122,imagem,https://example.com/imagem_5.jpg,,2022-12-11 22:35:01.459848,2022-12-12 12:35:01.459848,4584,9028,889,2293,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,Não tenho certeza se isso é para mim.,neutro,705,122,imagem,https://example.com/imagem_5.jpg,,2022-12-18 22:35:01.459850,2022-12-21 20:35:01.459850,8957,9233,328,7787,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,Essa loja nunca decepciona!,positivo,705,122,imagem,https://example.com/imagem_5.jpg,,2023-01-27 22:35:01.459853,2023-01-30 13:35:01.459853,3667,1285,760,9767,,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,213,346,imagem,https://example.com/imagem_0.jpg,,2023-02-21 22:35:01.459855,2023-02-23 11:35:01.459855,8049,3711,442,2945,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,213,346,imagem,https://example.com/imagem_0.jpg,,2022-12-10 22:35:01.459857,2022-12-11 13:35:01.459857,7592,1561,20,1595,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,213,346,imagem,https://example.com/imagem_0.jpg,,2023-01-20 22:35:01.459860,2023-01-21 19:35:01.459860,5650,2812,950,1978,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,213,346,imagem,https://example.com/imagem_0.jpg,,2023-05-22 22:35:01.459862,2023-05-24 11:35:01.459862,4052,8853,293,5420,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Vou recomendar para todos os meus amigos!,positivo,213,346,imagem,https://example.com/imagem_0.jpg,,2022-12-27 22:35:01.459864,2022-12-28 18:35:01.459864,5998,3794,573,2398,Rio de Janeiro,pt_BR
1,50% de desconto em todas as calças jeans!,"Parece bom, mas preciso pensar mais.",neutro,208,161,texto,,,2023-05-23 22:35:01.459866,2023-05-26 15:35:01.459866,9302,8690,384,8128,São Paulo,pt_BR
1,50% de desconto em todas as calças jeans!,"Está legal, mas eu esperava mais.",neutro,208,161,texto,,,2023-05-08 22:35:01.459869,2023-05-09 20:35:01.459869,4857,9235,898,5522,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Está legal, mas eu esperava mais.",neutro,429,60,imagem,https://example.com/imagem_2.jpg,,2023-09-03 22:35:01.459871,2023-09-04 01:35:01.459871,8513,9518,254,600,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não tenho certeza se isso é para mim.,neutro,429,60,imagem,https://example.com/imagem_2.jpg,,2023-03-10 22:35:01.459873,2023-03-13 11:35:01.459873,8975,7767,273,1744,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não tenho certeza se isso é para mim.,neutro,429,60,imagem,https://example.com/imagem_2.jpg,,2023-10-11 22:35:01.459875,2023-10-13 17:35:01.459875,2399,6204,94,989,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou aguardar mais opiniões antes de decidir.,neutro,127,470,imagem,https://example.com/imagem_3.jpg,,2023-03-16 22:35:01.459877,2023-03-19 09:35:01.459877,9339,9199,504,1315,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou recomendar para todos os meus amigos!,positivo,127,470,imagem,https://example.com/imagem_3.jpg,,2023-08-17 22:35:01.459880,2023-08-18 18:35:01.459880,5376,3737,511,4392,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,Não vale o preço.,negativo,127,470,imagem,https://example.com/imagem_3.jpg,,2023-02-13 22:35:01.459882,2023-02-14 07:35:01.459882,7094,2659,64,6995,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,Não vale o preço.,negativo,127,470,imagem,https://example.com/imagem_3.jpg,,2023-08-31 22:35:01.459885,2023-09-02 02:35:01.459885,7627,8110,517,1269,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,Estou decepcionado com essa compra.,negativo,76,4,imagem,https://example.com/imagem_4.jpg,,2023-02-10 22:35:01.459887,2023-02-12 04:35:01.459887,8175,2036,775,2605,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,Vou aguardar mais opiniões antes de decidir.,neutro,76,4,imagem,https://example.com/imagem_4.jpg,,2023-02-05 22:35:01.459889,2023-02-08 01:35:01.459889,5635,2413,705,3797,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,Estava esperando algo melhor desta marca.,negativo,76,4,imagem,https://example.com/imagem_4.jpg,,2023-01-25 22:35:01.459892,2023-01-26 06:35:01.459892,6378,2758,835,7458,Belo Horizonte,pt_BR
4,A coleção de verão está agora disponível!,"Fantástico, já comprei o meu!",positivo,76,4,imagem,https://example.com/imagem_4.jpg,,2023-01-23 22:35:01.459894,2023-01-25 11:35:01.459894,7900,1290,155,3424,Belo Horizonte,pt_BR
4,A coleção de verão está agora disponível!,Estava esperando algo melhor desta marca.,negativo,76,4,imagem,https://example.com/imagem_4.jpg,,2023-04-30 22:35:01.459896,2023-05-03 09:35:01.459896,3708,1763,416,3916,,pt_BR
4,A coleção de verão está agora disponível!,Não tenho certeza se isso é para mim.,neutro,76,4,imagem,https://example.com/imagem_4.jpg,,2023-03-15 22:35:01.459899,2023-03-16 03:35:01.459899,3058,4888,968,3330,Belo Horizonte,pt_BR
4,A coleção de verão está agora disponível!,"Está legal, mas eu esperava mais.",neutro,76,4,imagem,https://example.com/imagem_4.jpg,,2022-12-07 22:35:01.459901,2022-12-09 14:35:01.459901,7115,8444,613,9364,Belo Horizonte,pt_BR
4,A coleção de verão está agora disponível!,Não vale o preço.,negativo,76,4,imagem,https://example.com/imagem_4.jpg,,2023-07-08 22:35:01.459903,2023-07-08 22:35:01.459903,3268,2980,680,9653,,pt_BR
4,A coleção de verão está agora disponível!,Não achei nada especial.,negativo,76,4,imagem,https://example.com/imagem_4.jpg,,2023-09-27 22:35:01.459906,2023-09-30 15:35:01.459906,6829,8166,331,5066,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,486,371,imagem,https://example.com/imagem_5.jpg,,2023-04-19 22:35:01.459908,2023-04-21 05:35:01.459908,9571,7661,363,7892,Rio de Janeiro,pt_BR
5,Confira nossos novos sapatos esportivos!,"Incrível, essa é a melhor compra do ano!",positivo,486,371,imagem,https://example.com/imagem_5.jpg,,2023-10-17 22:35:01.459911,2023-10-19 02:35:01.459911,2202,5084,309,520,,pt_BR
5,Confira nossos novos sapatos esportivos!,"Parece bom, mas preciso pensar mais.",neutro,486,371,imagem,https://example.com/imagem_5.jpg,,2023-05-05 22:35:01.459913,2023-05-06 06:35:01.459913,9369,2782,944,1512,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,Não tenho certeza se isso é para mim.,neutro,486,371,imagem,https://example.com/imagem_5.jpg,,2023-09-27 22:35:01.459915,2023-09-28 00:35:01.459915,2285,6474,870,5112,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,Eu amo esses produtos!,positivo,486,371,imagem,https://example.com/imagem_5.jpg,,2023-11-05 22:35:01.459917,2023-11-08 21:35:01.459917,3770,9688,904,4096,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,Não vale o preço.,negativo,486,371,imagem,https://example.com/imagem_5.jpg,,2023-03-01 22:35:01.459920,2023-03-02 12:35:01.459920,6734,2941,974,1442,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Essa loja nunca decepciona!,positivo,807,487,imagem,https://example.com/imagem_0.jpg,,2022-12-26 22:35:01.459922,2022-12-27 21:35:01.459922,6289,9800,557,7977,,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,807,487,imagem,https://example.com/imagem_0.jpg,,2023-07-05 22:35:01.459924,2023-07-08 18:35:01.459924,8339,8119,885,541,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,807,487,imagem,https://example.com/imagem_0.jpg,,2023-10-06 22:35:01.459926,2023-10-07 04:35:01.459926,7605,7712,234,8409,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,807,487,imagem,https://example.com/imagem_0.jpg,,2023-08-23 22:35:01.459929,2023-08-26 10:35:01.459929,4460,8646,922,9560,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,807,487,imagem,https://example.com/imagem_0.jpg,,2023-08-11 22:35:01.459931,2023-08-12 07:35:01.459931,8052,8205,755,7253,Rio de Janeiro,pt_BR
1,50% de desconto em todas as calças jeans!,Não tenho certeza se isso é para mim.,neutro,618,334,texto,,,2023-08-28 22:35:01.459933,2023-08-30 22:35:01.459933,8059,7287,975,1053,Belo Horizonte,pt_BR
1,50% de desconto em todas as calças jeans!,"Parece bom, mas preciso pensar mais.",neutro,618,334,texto,,,2023-05-18 22:35:01.459935,2023-05-19 04:35:01.459935,6961,3983,49,7733,São Paulo,pt_BR
1,50% de desconto em todas as calças jeans!,"Parece bom, mas preciso pensar mais.",neutro,618,334,texto,,,2023-01-09 22:35:01.459937,2023-01-11 18:35:01.459937,6097,1457,905,4395,Belo Horizonte,pt_BR
1,50% de desconto em todas as calças jeans!,Estava esperando algo melhor desta marca.,negativo,618,334,texto,,,2023-07-16 22:35:01.459940,2023-07-17 06:35:01.459940,4539,6126,961,1559,Belo Horizonte,pt_BR
1,50% de desconto em todas as calças jeans!,"Está legal, mas eu esperava mais.",neutro,618,334,texto,,,2023-01-25 22:35:01.459942,2023-01-26 12:35:01.459942,1490,4236,508,7480,Rio de Janeiro,pt_BR
1,50% de desconto em todas as calças jeans!,Vou aguardar mais opiniões antes de decidir.,neutro,618,334,texto,,,2023-10-18 22:35:01.459944,2023-10-21 07:35:01.459944,3652,9281,107,2085,,pt_BR
1,50% de desconto em todas as calças jeans!,"Fantástico, já comprei o meu!",positivo,618,334,texto,,,2022-12-31 22:35:01.459947,2023-01-01 20:35:01.459947,2020,7769,729,6509,São Paulo,pt_BR
1,50% de desconto em todas as calças jeans!,Vou aguardar mais opiniões antes de decidir.,neutro,618,334,texto,,,2022-12-28 22:35:01.459949,2022-12-31 17:35:01.459949,6856,7300,235,4876,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Essa loja nunca decepciona!,positivo,100,272,imagem,https://example.com/imagem_2.jpg,,2023-09-02 22:35:01.459951,2023-09-04 23:35:01.459951,1211,3587,772,2516,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,100,272,imagem,https://example.com/imagem_2.jpg,,2023-10-08 22:35:01.459953,2023-10-09 17:35:01.459953,1108,7112,550,4072,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não achei nada especial.,negativo,100,272,imagem,https://example.com/imagem_2.jpg,,2023-03-01 22:35:01.459956,2023-03-02 00:35:01.459956,1696,6101,720,6238,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,Não vale o preço.,negativo,288,270,imagem,https://example.com/imagem_3.jpg,,2023-03-27 22:35:01.459959,2023-03-29 01:35:01.459959,5226,7263,267,5882,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou aguardar mais opiniões antes de decidir.,neutro,288,270,imagem,https://example.com/imagem_3.jpg,,2023-03-20 22:35:01.459961,2023-03-23 04:35:01.459961,5297,6850,861,9186,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou recomendar para todos os meus amigos!,positivo,288,270,imagem,https://example.com/imagem_3.jpg,,2023-04-03 22:35:01.459963,2023-04-04 12:35:01.459963,8214,1740,2,3820,,pt_BR
3,Nossas novas camisas são imperdíveis!,"Está legal, mas eu esperava mais.",neutro,288,270,imagem,https://example.com/imagem_3.jpg,,2023-07-27 22:35:01.459965,2023-07-29 17:35:01.459965,9535,2670,891,6343,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,"Está legal, mas eu esperava mais.",neutro,288,270,imagem,https://example.com/imagem_3.jpg,,2023-11-10 22:35:01.459968,2023-11-11 10:35:01.459968,6317,2032,595,9468,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,"Parece bom, mas preciso pensar mais.",neutro,288,270,imagem,https://example.com/imagem_3.jpg,,2023-01-24 22:35:01.459970,2023-01-27 03:35:01.459970,5229,8213,267,4988,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,Não tenho certeza se isso é para mim.,neutro,288,270,imagem,https://example.com/imagem_3.jpg,,2023-07-04 22:35:01.459972,2023-07-07 15:35:01.459972,4979,5614,120,2857,São Paulo,pt_BR
